before,after
10.646078518951496,10.541545080145172
8.600235812550835,7.213333314691573
9.468106976158609,8.978912113727482
11.361339798802186,11.541971982924599
10.801336985224951,9.829519213563607
6.534083180185384,5.105751309654966
9.425132626288384,8.358615403905217
7.772964187553453,6.470492289813672
7.845171722309663,7.479493815990627
8.615897752907559,7.978638918894697
8.216065356741318,7.888525804517268
10.181410260444462,9.540963421985003
9.14155658772049,8.954702869764944
8.182512524739243,8.90879512707092
8.66579484911814,7.488368706864387
8.5005114910614,7.902292427269662
10.241118609736409,10.871316956702454
7.692262604351298,6.229480348825524
8.469601552476352,8.376899916859594
6.718856391047413,5.666910995251274
4.1705152762488815,2.4414247140713448
8.980427893160542,7.851444982403131
9.296654298289258,7.157253613745958
6.886752469390338,7.12157828974399
11.404631935981412,10.002290294803863
5.818451488101853,5.5032615790421655
8.068637775952169,7.939434925134051
7.719224224961249,7.298073889725664
10.299168821537686,9.610721353665058
10.204038154850428,9.147872812620683
8.232421138545375,8.397570979328732
8.56724377940326,6.666417292449072
6.668321378554831,5.202658938824371
5.0288052976641096,5.565048983941333
7.4781317760107715,4.989879582215172
8.23452345365597,5.3386342776253874
9.845436021091581,7.6666564499319305
9.803569773176617,8.983494608988968
7.419009773888072,7.489762395398614
7.546545874136997,5.49209414720586
6.427170552399361,5.830347499372541
5.869973094231537,3.6475280238491097
5.440594714062481,4.232319735985621
10.926163092847684,8.949524056363972
7.23552172737252,5.8791553301981185
7.342888547583221,5.636315379391273
6.12080695992511,5.110306939204289
9.166235533747866,6.38036503984203
5.579153228663072,4.4522411359594525
7.680889579679047,6.278900216234345
